"Categoria Tariffa","Tipo BP","Stato Utenza","Stato Utenza IS-U","Conto Co.Ge.","Fatturato emesso","Totale Inevaso","Credito NON Scaduto","Credito Scaduto","Aging credito scaduto:30gg","Aging credito scaduto:60gg","Aging credito scaduto:90gg","Aging credito scaduto:120gg","Aging credito scaduto:150gg","Aging credito scaduto:180gg","Aging credito scaduto:360gg","Aging credito scaduto:720gg","Aging credito scaduto:over 720gg","codice_BP"
"Uso Antincendio","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","-535.62 EUR","","-535.62 EUR","","","","","","","","","-535.62 EUR","1000002644"
"Uso Antincendio","Organizzazione","Cessato","ATTIVA","Senza attribuz.","27,889.72 EUR","","","","","","","","","","","","","1000003167"
"Uso Antincendio","Organizzazione","Cessato","CESSATA","Crediti v utenti isu","","-34.90 EUR","","-34.90 EUR","","","","","","","","","-34.90 EUR","1000002470"
"Uso Antincendio","Organizzazione","Cessato","CESSATA","Senza attribuz.","35.07 EUR","","","","","","","","","","","","","1000003174"
"Uso Antincendio","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","","2,527.40 EUR","","2,527.40 EUR","","","","","","","","","2,527.40 EUR","1000002891"
"Uso Antincendio","Correlate / Collegate","Attivo","ATTIVA","Cred.v/cor.te ACEA","","188.22 EUR","","188.22 EUR","","","","","","","","","188.22 EUR","1000003208"
"Uso Antincendio","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","86,705.83 EUR","","","","","","","","","","","","","1000002796"
"Uso Antincendio","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","13.82 EUR","","13.82 EUR","","","","","","","","","13.82 EUR","1000003267"
"Uso Antincendio","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","1,434.08 EUR","","","","","","","","","","","","","1000002789"
"Uso Antincendio","Correlate / Collegate","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","-3.95 EUR","","","","","","","","","","","","","1000003165"
"Uso Antincendio","Correlate / Collegate","Cessato","ATTIVA","Crediti v utenti isu","","14.82 EUR","","14.82 EUR","","","","","","","","","14.82 EUR","1000002928"
"Uso Antincendio","Correlate / Collegate","Cessato","ATTIVA","Senza attribuz.","1,433.83 EUR","","","","","","","","","","","","","1000002643"
"Uso Antincendio","Correlate / Collegate","Cessato","CESSATA","Senza attribuz.","-10.96 EUR","","","","","","","","","","","","","1000002424"
"Uso Antincendio","Privato","Attivo","ATTIVA","Crediti v utenti isu","","34,379.09 EUR","","34,379.09 EUR","","","","","","","","","34,379.09 EUR","1000001220"
"Uso Antincendio","Privato","Attivo","ATTIVA","Senza attribuz.","1,311,614.87 EUR","","","","","","","","","","","","","1000000926"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","3,451.18 EUR","","3,451.18 EUR","","","","","","","","","3,451.18 EUR","1000001144"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","41,731.12 EUR","","","","","","","","","","","","","1000001299"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","","-0.49 EUR","","-0.49 EUR","","","","","","","","","-0.49 EUR","1000001773"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","72.07 EUR","","","","","","","","","","","","","1000002064"
"Uso Antincendio","Privato","Cessato","ATTIVA","Crediti v utenti isu","","-3,623.37 EUR","","-3,623.37 EUR","","","","","","","","","-3,623.37 EUR","1000000948"
"Uso Antincendio","Privato","Cessato","ATTIVA","Senza attribuz.","263,952.87 EUR","","","","","","","","","","","","","1000001568"
"Uso Antincendio","Privato","Cessato","CESSATA","Crediti v utenti isu","","-2,060.95 EUR","","-2,060.95 EUR","","","","","","","","","-2,060.95 EUR","1000001398"
"Uso Antincendio","Privato","Cessato","CESSATA","Senza attribuz.","27,553.15 EUR","","","","","","","","","","","","","1000000893"
"Uso Antincendio","Gruppo","Attivo","ATTIVA","Cr v/cont.nte isu ut","","57,563.03 EUR","","57,563.03 EUR","","","","","","","","","57,563.03 EUR","1000002550"
"Uso Antincendio","Gruppo","Attivo","ATTIVA","Senza attribuz.","673,877.51 EUR","","","","","","","","","","","","","1000002989"
"Uso Antincendio","Gruppo","Cessato","ATTIVA","Senza attribuz.","143.79 EUR","","","","","","","","","","","","","1000002946"
"Insediamenti Produttivi","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","-54,533.93 EUR","","-54,533.93 EUR","","","","","","","","","-54,533.93 EUR","1000002772"
"Insediamenti Produttivi","Organizzazione","Attivo","ATTIVA","Senza attribuz.","209,300.71 EUR","","","","","","","","","","","","","1000002763"
"Insediamenti Produttivi","Privato","Attivo","ATTIVA","Crediti v utenti isu","","12,946.79 EUR","","12,946.79 EUR","","","","","","","","","12,946.79 EUR","1000000925"
"Insediamenti Produttivi","Privato","Attivo","ATTIVA","Senza attribuz.","569,795.73 EUR","","","","","","","","","","","","","1000001851"
"Insediamenti Produttivi","Privato","Cessato","ATTIVA","Senza attribuz.","8,233.69 EUR","","","","","","","","","","","","","1000002011"
"Uso Non Potabile","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","","593,229.10 EUR","","593,229.10 EUR","","","","","","","","","593,229.10 EUR","1000002923"
"Uso Non Potabile","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","7,443,421.79 EUR","","","","","","","","","","","","","1000003139"
"Uso Non Potabile","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","96,900.16 EUR","","","","","","","","","","","","","1000002538"
"Uso Non Potabile","Cliente a trattamento Speciale","Cessato","ATTIVA","Cr v/C.nti ut roma c","","457,442.59 EUR","","457,442.59 EUR","","","","","","","","","457,442.59 EUR","1000002961"
"Uso Non Potabile","Cliente a trattamento Speciale","Cessato","ATTIVA","Senza attribuz.","995,324.74 EUR","","","","","","","","","","","","","1000002936"
"Uso Non Potabile","Organizzazione","Attivo","ATTIVA","Senza attribuz.","148,104.31 EUR","","","","","","","","","","","","","1000003198"
"Uso Non Potabile","Organizzazione","Cessato","ATTIVA","Senza attribuz.","63,663.79 EUR","","","","","","","","","","","","","1000002883"
"Uso Non Potabile","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","1,496.46 EUR","","","","","","","","","","","","","1000002239"
"Uso Non Potabile","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","2,716.40 EUR","","","","","","","","","","","","","1000002269"
"Uso Non Potabile","Privato","Attivo","ATTIVA","Crediti v utenti isu","","543.01 EUR","","543.01 EUR","","","","","","","","","543.01 EUR","1000001912"
"Uso Non Potabile","Privato","Attivo","ATTIVA","Senza attribuz.","2,009,491.04 EUR","","","","","","","","","","","","","1000001304"
"Uso Non Potabile","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000001152"
"Uso Non Potabile","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","75,846.12 EUR","","","","","","","","","","","","","1000001785"
"Uso Non Potabile","Privato","Cessato","ATTIVA","Senza attribuz.","153,483.90 EUR","","","","","","","","","","","","","1000001055"
"Uso Non Potabile","Privato","Cessato","CESSATA","Crediti v utenti isu","","-13.30 EUR","","-13.30 EUR","","","","","","","","","-13.30 EUR","1000001124"
"Uso Non Potabile","Privato","Cessato","CESSATA","Senza attribuz.","-28.18 EUR","","","","","","","","","","","","","1000001258"
"Uso Non Potabile","Gruppo","Attivo","ATTIVA","Senza attribuz.","16,260.92 EUR","","","","","","","","","","","","","1000002618"
