"SR - Tipo BP","ID Service Request","SR - Stato Sistema","SR - Stato utente","SR - Categorizzazione I","SR - Categorizzazione II","SR - Categorizzazione III","SR - Tipo processo","
N. SR","codice_BP"
"Privato","8000377982","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000000903"
"Privato","8000377987","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Scissione Utenza","Preventivaz. idrica","1","1000002089"
"Privato","8000377989","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001157"
"Privato","8000377990","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001289"
"Privato","8000377992","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001532"
"Privato","8000377993","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001812"
"Privato","8000377995","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001525"
"Privato","8000377997","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001571"
"Privato","8000378000","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001002"
"Privato","8000378002","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001321"
"Privato","8000378005","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000000977"
"Privato","8000378006","Concluso","Annullato","Processi commerciali","Subentro","Posa misuratore","Subentro","1","1000001266"
"Privato","8000378009","Concluso","Annullato","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001900"
"Privato","8000378010","Aperto","In lavorazione","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001280"
"Privato","8000378012","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000001626"
"Privato","8000378016","Aperto","Nuovo","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000001868"
"Privato","8000378020","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Accertamento e rilievo imp.","Reclamo","1","1000002013"
"Privato","8000378022","Concluso","Annullato","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002012"
"Privato","8000378023","Aperto","Chiuso","Reclami commerciali","Reclami su prestazioni","Risposte a reclami e/o richieste scritte","Reclamo","1","1000001190"
"Privato","8000378026","Concluso","Chiuso","Richiesta Post Sales","Rimborso","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002027"
"Privato","8000378028","Concluso","Chiuso","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000002055"
"Privato","8000378029","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001141"
"Privato","8000378031","Concluso","Annullato","Processi commerciali","Nuova attivazione","Z_NUOVA ATTIVAZIONE/Senza attribuz.","Nuova Attivazione","1","1000001910"
"Privato","8000378033","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000001490"
"Privato","8000378035","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001495"
"Privato","8000378038","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001611"
"Privato","8000378040","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001514"
"Privato","8000378045","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001236"
"Privato","8000378049","Aperto","In lavorazione","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001005"
"Privato","8000378050","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001049"
"Privato","8000378052","Aperto","In lavorazione","Processi commerciali","Subentro","Posa misuratore","Subentro","1","1000001303"
"Privato","8000378054","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001293"
"Privato","8000378059","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001406"
"Privato","8000378065","Aperto","In attesa approvazione","Reclami commerciali","Reclami su fatturazione","Tariffe/Canoni/Cauzioni","Reclamo","1","1000000884"
"Privato","8000378068","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001856"
"Privato","8000378071","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001994"
"Privato","8000378072","Aperto","In attesa approvazione","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001934"
"Privato","8000378073","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000937"
"Privato","8000378075","Aperto","In attesa approvazione","Reclami commerciali","Reclami su prestazioni","Risposte a reclami e/o richieste scritte","Reclamo","1","1000000940"
"Privato","8000378080","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001584"
"Privato","8000378084","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001883"
"Privato","8000378087","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001355"
"Privato","8000378088","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002086"
"Privato","8000378089","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000000894"
"Privato","8000378090","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001434"
"Privato","8000378091","Aperto","In lavorazione","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001032"
"Privato","8000378099","Concluso","Annullato","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001343"
"Privato","8000378101","Concluso","Chiuso","Processo Commerciale","Voltura a titolo gratuito","ZCAT01/Senza attribuz.","Voltura gratuita","1","1000000985"
"Privato","8000378102","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001182"
"Privato","8000378104","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001387"
"Privato","8000378108","Aperto","In lavorazione","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001792"
"Privato","8000378110","Aperto","Nuovo","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001900"
"Privato","8000378111","Aperto","Nuovo","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001859"
"Privato","8000378115","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001443"
"Privato","8000378123","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001958"
"Privato","8000378124","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001358"
"Privato","8000378126","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001234"
"Privato","8000378127","Aperto","In attesa esecuzione lavori","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001420"
"Privato","8000378128","Concluso","Annullato","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001350"
"Privato","8000378135","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001623"
"Privato","8000378136","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001528"
"Privato","8000378141","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000951"
"Privato","8000378148","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001039"
"Privato","8000378149","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001388"
"Privato","8000378152","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001464"
"Privato","8000378153","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001359"
"Privato","8000378156","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001351"
"Privato","8000378157","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001785"
"Privato","8000378161","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001804"
"Privato","8000378164","Aperto","Nuovo","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001798"
"Privato","8000378166","Concluso","Annullato","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000001207"
"Privato","8000378167","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001753"
"Privato","8000378168","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001794"
"Privato","8000378170","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001276"
"Privato","8000378176","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001525"
"Privato","8000378181","Aperto","KO- In attesa creaz. Rds e Ods","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000002060"
"Privato","8000378182","Aperto","Nuovo","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000001725"
"Privato","8000378186","Concluso","Annullato","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001844"
"Privato","8000378187","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001324"
"Privato","8000378190","Aperto","In attesa approvazione","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001873"
"Privato","8000378193","Concluso","Annullato","Reclami commerciali","Reclami su fatturazione","Depenalizzazione","Reclamo","1","1000001612"
"Privato","8000378195","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001223"
"Privato","8000378201","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001323"
"Privato","8000378202","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000912"
"Privato","8000378203","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001603"
"Privato","8000378206","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001262"
"Privato","8000378207","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Risposte a reclami e/o richieste scritte","Reclamo","1","1000001758"
"Privato","8000378213","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001486"
"Privato","8000378214","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001788"
"Privato","8000378217","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001772"
"Privato","8000378223","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001813"
"Privato","8000378224","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001066"
"Privato","8000378225","Concluso","Chiuso","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001636"
"Privato","8000378226","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001395"
"Privato","8000378227","Aperto","In attesa approvazione","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001896"
"Privato","8000378228","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002030"
"Privato","8000378229","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio senza attivazione","Preventivaz. idrica","1","1000001185"
"Privato","8000378231","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001429"
"Privato","8000378232","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001281"
"Privato","8000378241","Aperto","In attesa intervento","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001175"
"Privato","8000378254","Aperto","In attesa approvazione","Reclami commerciali","Reclami su prestazioni","Risposte a reclami e/o richieste scritte","Reclamo","1","1000001331"
"Privato","8000378255","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001760"
"Privato","8000378256","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001237"
"Privato","8000378259","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002047"
"Privato","8000378261","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001697"
"Privato","8000378262","Aperto","In attesa approvazione","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001179"
"Privato","8000378265","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001600"
"Privato","8000378266","Concluso","Chiuso","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001466"
"Privato","8000378275","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001397"
"Privato","8000378282","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000970"
"Privato","8000378284","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001564"
"Privato","8000378285","Aperto","In attesa intervento","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001734"
"Privato","8000378289","Aperto","In lavorazione","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001868"
"Privato","8000378293","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001918"
"Privato","8000378301","Concluso","Chiuso","Reclami tecnici","Reclami sulla qualità del servizio","Disservizio su fognature/depuratori","Reclamo","1","1000001072"
"Privato","8000378310","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001426"
"Privato","8000378312","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001619"
"Privato","8000378317","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001556"
"Privato","8000378318","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001886"
"Privato","8000378320","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001640"
"Privato","8000378325","Concluso","Chiuso","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001616"
"Privato","8000378332","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio senza attivazione","Preventivaz. idrica","1","1000001486"
"Privato","8000378337","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001690"
"Privato","8000378338","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001105"
"Privato","8000378341","Aperto","In attesa approvazione","Reclami commerciali","Reclami su fatturazione","Tariffe/Canoni/Cauzioni","Reclamo","1","1000001603"
"Privato","8000378343","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001470"
"Privato","8000378344","Aperto","Nuovo","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001712"
"Privato","8000378350","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Mancato rimborso","Reclamo","1","1000001395"
"Privato","8000378356","Aperto","In lavorazione","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000000957"
"Privato","8000378362","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001516"
"Privato","8000378364","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001717"
"Privato","8000378371","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001851"
"Privato","8000378372","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001574"
"Privato","8000378373","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001532"
"Privato","8000378391","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002075"
"Privato","8000378394","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001056"
"Privato","8000378395","Concluso","Annullato","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000967"
"Privato","8000378399","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001886"
"Privato","8000378405","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000000891"
"Privato","8000378409","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001605"
"Privato","8000378410","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001115"
"Privato","8000378412","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore","Subentro","1","1000001689"
"Privato","8000378418","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001068"
"Privato","8000378422","Concluso","Annullato","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001067"
"Privato","8000378425","Aperto","In attesa intervento","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001649"
"Privato","8000378426","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000921"
"Privato","8000378427","Concluso","Annullato","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000001679"
"Privato","8000378432","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001069"
"Privato","8000378433","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001271"
"Privato","8000378436","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001939"
"Privato","8000378438","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001194"
"Privato","8000378441","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002010"
"Privato","8000378442","Aperto","In lavorazione","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001041"
"Privato","8000378445","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001571"
"Privato","8000378446","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001290"
"Privato","8000378447","Concluso","Annullato","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000000976"
"Privato","8000378448","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001494"
"Privato","8000378451","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001659"
"Privato","8000378453","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001439"
"Privato","8000378455","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002058"
"Privato","8000378456","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001963"
"Privato","8000378457","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001840"
"Privato","8000378458","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001004"
"Privato","8000378461","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001826"
"Privato","8000378463","Concluso","Chiuso","Processi commerciali","Subentro","Posa misuratore","Subentro","1","1000001741"
"Privato","8000378464","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001597"
"Privato","8000378466","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001480"
"Privato","8000378469","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001364"
"Privato","8000378470","Aperto","Necessaria operatività","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000001829"
"Privato","8000378473","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001655"
"Privato","8000378477","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001766"
"Privato","8000378478","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000901"
"Privato","8000378480","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001831"
"Privato","8000378482","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001159"
"Privato","8000378483","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001329"
"Privato","8000378484","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000882"
"Privato","8000378486","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001417"
"Privato","8000378488","Aperto","Nuovo","Gestione utenza","Verifica da Cliente","Verifica per Matricola Errata","Verifica da Cliente","1","1000001580"
"Privato","8000378489","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001659"
